Price,Address,Bedrooms,Energy class,Primary energy consumption,Furnished,Terrace,Terrace surface,Surface of the plot,Living room surface,Number of frontages,Construction year,Building condition,Outdoor parking space,Bathrooms,Shower rooms,Office,Toilets,Kitchen type,Heating type,immo_code,postal code
€349000,Les Grands Champs 36,3,E,405,0,0,0,562,36,3,1850,Good,0,1,0,0,2,Semi equipped,Fuel oil,10662899,6690
€345000,Route d'Arlon 188a,6,E,376,0,0,20,314,30,3,1900,As new,0,0,2,0,4,USA installed,Gas,10662895,6791
€139000,Rue de Valenciennes(H) 1,2,E,382,0,0,0,90,25,3,0,Good,0,1,0,0,1,Installed,Pellet,10662893,7300
€185000,"Rue des Minières, 65",2,E,343,0,0,5,0,26,2,1976,To be done up,0,0,1,0,1,Semi equipped,0,10662890,4800
€185000,"Rue des Minières, 65",2,B,162,0,0,6,0,26,2,1976,Good,0,1,0,0,1,Semi equipped,Gas,10662889,4800
€198000,"Rue des Minières, 65",3,C,197,0,0,3,0,32,2,1971,To be done up,0,0,1,0,1,Semi equipped,Gas,10662887,4800
€625000,Natiënlaan 199,5,E,479,No,Yes,0,1198,0,3,1973,Good,0,0,0,No,0,0,0,10662884,8300
€224000,Gasthuisstraat 1,3,Not specified,Not specified,No,0,0,142,25,3,1977,To be done up,0,1,0,No,0,0,0,10662882,8560
€186000,Tieltstraat 5,2,B,150,No,Yes,0,0,0,4,1974,Good,0,1,0,No,1,Installed,Gas,10621751,8800
€490000,Hoogstraat 6,4,Not specified,Not specified,No,0,0,638,50,3,1951,Good,0,1,0,No,2,Installed,Gas,10662878,3560
€250000,Hoogstraat 6,3,F,670,No,0,0,987,49,3,1930,To renovate,0,1,0,No,2,0,Gas,10662877,3582
€239000,Hoogstraat 6,2,F,516,No,0,0,1228,30,3,1930,To renovate,0,1,0,No,1,0,Fuel oil,10662876,3550
€1100000,Hoogstraat 6,7,B,148,No,0,38,2667,97,4,1991,As new,0,2,0,Yes,4,Installed,0,10662875,3550
€315000,Langestraat 62,1,A,91,No,0,0,0,41,2,1970,Good,0,1,0,No,0,0,0,10662872,8620
€270000,Marktstraat 20 b1,3,F,1097,No,0,0,871,31,4,1966,0,0,1,0,No,1,Not installed,0,10662871,8480
€299900,Leopold I Laan 132,4,D,383,No,0,0,203,0,0,1984,0,0,0,0,No,2,0,0,10662870,8340
€248000,Leopold I Laan 132,3,F,610,No,0,0,57,0,0,0,0,0,0,0,No,0,0,0,10662869,8000
€385000,Sint-Rembertlaan 42,2,Not specified,Not specified,No,0,18,0,46,2,2022,As new,0,1,0,No,2,Installed,0,10662868,8820
€349000,Sint-Rembertlaan 42,2,Not specified,Not specified,No,0,22,0,40,2,2022,0,0,1,0,No,2,Installed,0,10662866,8820
€750000,Dumortierlaan 89,2,Not specified,Not specified,No,0,0,0,0,2,1987,0,0,2,0,No,2,0,0,10662864,8300
€675000,Dumortierlaan 89,0,A,94,No,0,0,0,0,2,2003,Good,0,0,0,No,0,0,0,10662863,8300
€399000,Dumortierlaan 89,1,Not specified,Not specified,No,0,0,0,0,0,1964,0,0,1,0,No,1,0,0,10662862,8300
€520000,Stationstraat 20,5,D,323,No,Yes,0,4720,0,4,1975,To be done up,0,1,0,No,2,Installed,0,10662861,3150
€295000,Maaseikerlaan 100,4,D,341,No,0,0,489,42,3,1993,To be done up,0,1,0,No,2,0,Fuel oil,10662859,3640
€399000,Pauwstraat 24,4,B,137,No,0,0,153,0,2,1999,Good,0,1,0,No,2,Installed,0,10662858,9270
€549000,Staatsbaan 110,4,C,239,No,0,30,2080,40,4,1991,Good,0,2,1,No,3,Installed,0,10662857,9667
€1250000,Driehoeksplein 1,3,B,125,No,0,22,0,0,2,1996,As new,0,3,0,No,2,0,0,10662855,8300
€1350000,Driehoeksplein 1,2,C,224,No,0,0,0,27,2,1967,0,0,2,0,No,0,0,Gas,10662854,8300
€45.000.,Driehoeksplein 1,3,B,158,No,0,12,0,0,2,1977,0,0,2,0,No,0,0,Gas,10662853,8300
€289000,Harelbekestraat 50,4,Not specified,Not specified,No,0,0,326,0,2,2022,0,0,0,0,No,2,0,0,10662851,8800
€290000,Place McAuliffe 43,2,B,113,0,0,22,0,0,3,2014,0,0,0,1,0,2,Installed,Gas,10662849,6600
€167800,"Genkersteenweg, 426",1,C,227,No,0,0,0,0,2,1998,Good,0,1,0,No,1,0,Gas,10662848,3990
€330000,Avenue du Pesage 10,2,D,168,0,0,11,0,30,4,2010,As new,0,1,0,0,1,0,Gas,10662847,1210
€495000,Baron Ruzettelaan 411/01,4,B,199,No,0,0,70,28,0,0,As new,0,3,0,No,2,0,0,10662845,8000
€290000,Place McAuliffe 43,2,B,113,0,0,22,0,0,3,2014,0,0,0,1,0,2,Installed,Gas,10662844,6600
€310000,Baron Ruzettelaan 411/01,3,B,172,No,0,0,0,30,2,0,As new,0,1,0,No,0,0,0,10662843,8000
€350000,Place McAuliffe 43,4,E,371,0,0,0,5100,0,4,1977,To be done up,0,1,1,0,2,0,Electric,6640,3
€179000,RUE ERNEST MARTEL 24,4,D,314,0,Yes,0,226,55,2,0,0,0,1,0,Yes,1,0,Gas,10662841,7190
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
€164900,Rue de gilly 81,4,Not specified,Not specified,0,Yes,0,245,39,2,0,0,0,1,2,Yes,3,0,0,10546068,6010
€189000,Franchommelaan 90,2,C,236,No,0,0,0,24,2,0,0,0,1,0,No,1,Installed,0,10662831,8370
€170000,Franchommelaan 90,1,C,259,No,0,0,0,0,2,0,0,0,1,0,No,2,0,Gas,10662830,8370
€480000,Noordlaan 51,3,F,1518,No,0,0,8533,0,4,1831,0,0,0,0,No,0,0,0,10662828,8650
€443000,Noordlaan 51,3,Not specified,Not specified,No,0,0,401,0,3,2023,As new,0,1,0,No,2,Installed,0,10662827,8480
€,"Rue Camille Lemonnier , 68",2,Not specified,Not specified,0,0,6,0,40,0,1950,Just renovated,0,0,1,0,1,Installed,Gas,10662826,1200
€,Plaats 2,4,D,361,No,0,0,821,0,4,0,Good,0,1,0,No,0,0,Fuel oil,10662823,8840
€120,Bredabaan 260,2,B,193,0,Yes,0,0,0,2,2003,To be done up,0,1,0,0,0,0,0,10662822,2930
€396000,Vesten 47,4,D,389,0,Yes,0,334,0,3,1952,Good,0,2,0,0,4,Semi equipped,Electric,10662812,9130
€650000,Rue de Namur 93,7,C,208,0,0,16,370,46,2,0,As new,0,1,1,Yes,3,Hyper equipped,Fuel oil,10662809,1400
€219000,Rue de Bruxelles 60,2,A,70,0,0,8,0,24,4,2023,0,0,1,0,0,1,Installed,Gas,10662808,1430
€165000,"Rue de l'Eglise, 1",4,C,253,0,Yes,0,240,0,2,0,To be done up,0,1,0,0,0,0,Gas,10543590,7390
€219000,Bischoppenhoflaan 284,2,B,108,0,0,11,0,40,2,1971,As new,0,1,0,0,1,0,0,10662805,2170
€345000,"Guissetplein, 5",3,F,739,0,Yes,0,755,0,4,1973,Good,0,1,0,0,1,Installed,Gas,10662803,9600
€149000,Antwerpsestraat 34,2,F,701,0,0,0,0,0,2,1950,To be done up,0,1,0,0,0,Semi equipped,Gas,10662802,2640
€1690000,Chaussée de Bruxelles 168,7,D,268,0,0,60,4135,70,4,2000,Good,0,2,2,0,5,Not installed,Fuel oil,10662801,1380
€326000,Gravenstraat 30A,2,D,356,0,0,25,482,0,4,1990,Good,0,1,0,0,2,Semi equipped,Fuel oil,10662800,9968
€180000,"Route de Mons, 313",2,C,211,0,Yes,0,0,0,0,2010,0,0,0,1,0,0,Installed,Electric,10662799,7140
€319000,"Rue de Hotton, 22",4,D,312,0,0,20,392,34,3,0,Good,0,1,0,0,2,Semi equipped,Fuel oil,10662798,6791
€279000,"Rue de Hotton, 22",2,F,439,0,0,15,1646,38,4,1918,Good,0,1,0,0,2,Semi equipped,Fuel oil,10662797,6698
€620000,Kortrijkstraat 58,5,D,383,0,0,0,1453,0,3,1966,To be done up,0,2,0,0,2,Semi equipped,Gas,10662779,8755
€20.000,Kortrijkstraat 58,1,B,119,0,0,0,0,0,3,2017,0,0,1,1,0,1,Installed,Gas,10662777,8860
€229000,Kortrijkstraat 58,2,C,235,0,0,0,0,0,2,1978,0,0,1,0,0,1,Installed,Gas,10662775,9800
€),Chaussée de Huy 231,4,B,132,0,0,0,321,32,2,2010,0,0,1,1,0,3,Installed,Fuel oil,10662771,5030
€),Chaussée de Huy 231,4,B,103,0,0,0,408,43,2,2010,0,0,1,1,0,3,Installed,Fuel oil,10662770,5030
€),Chaussée de Huy 231,5,B,107,0,0,0,280,37,2,2010,0,0,1,1,0,3,Installed,Fuel oil,10662769,5030
€),Chaussée de Huy 231,4,B,116,0,0,0,284,33,2,2010,0,0,1,1,0,3,Installed,Fuel oil,10662768,5030
€389000,Rue de Courtrai 28,4,B,163,0,0,0,603,30,4,2002,Just renovated,0,2,0,0,2,Not installed,Gas,10662767,7700
€,Chaussée de Charleroi 226,2,G,545,0,0,0,1944,32,0,0,Good,0,1,0,0,1,Semi equipped,Gas,10662766,6240
€549000,Lodewijk van Berckenlaan 167,3,B,195,0,0,20,320,41,3,2000,Good,0,0,0,Yes,2,Installed,Gas,10662761,2600
€,Boulevard des Anglais 1,4,Not specified,Not specified,0,0,0,70,0,4,0,To renovate,0,1,2,0,3,0,Gas,10662759,4900
€399000,Gistelsteenweg 88,4,F,747,0,0,0,0,0,4,0,To renovate,0,0,0,0,0,0,Fuel oil,10662757,8490
€125000,Zeedijk 127-128,0,B,171,Yes,0,0,0,0,0,1972,Good,0,1,0,0,1,Semi equipped,Electric,10662756,8430
€388500,markt 9,2,Not specified,Not specified,No,Yes,0,0,0,4,2021,Good,0,1,0,0,1,0,0,7750,27
€443300,Bazelstraat 32,2,Not specified,Not specified,No,0,35,0,0,3,2023,As new,0,1,0,0,1,Installed,0,10662753,2070
€/month.The,Bazelstraat 32,2,Not specified,Not specified,No,0,23,0,0,3,2023,As new,0,1,0,0,1,Installed,0,10662752,2070
€501875,Bazelstraat 32,2,Not specified,Not specified,No,0,26,0,0,3,2023,As new,0,1,0,0,1,Installed,0,10662751,2070
€464475,Bazelstraat 32,3,Not specified,Not specified,No,0,19,0,0,3,2023,As new,0,1,0,0,1,Installed,0,10662750,2070
€459000,Kouter 98,2,Not specified,Not specified,No,0,12,0,0,2,2021,As new,0,1,0,0,1,Installed,0,10662745,9000
€211700,Grote Markt 13,1,C,244,No,0,17,0,0,2,0,Good,0,1,0,0,1,Installed,0,10662741,8800
€290000,Zeelaan 176A,3,C,287,No,0,0,200,0,2,1936,Good,0,1,0,0,2,Installed,Electric,8660,20
€625000,Rue du Commerce 1,3,C,255,0,0,25,544,35,4,1954,0,0,1,1,Yes,2,Installed,Gas,10662727,1410
€390000,Rue Albert Ier 105,4,D,309,0,0,47,1913,25,0,0,0,0,0,1,0,0,Installed,Fuel oil,10662722,4280
€750000,Volpestraat 18,5,B,142,0,0,0,824,0,4,2007,0,0,0,0,0,0,0,0,10662720,1640
€750000,Volpestraat 18,5,B,142,0,0,0,824,0,4,2007,0,0,0,0,0,0,0,0,10662719,1652
€275000,Rue de Stalle 288C,2,D,153,0,0,20,0,0,0,1987,0,0,1,0,0,0,Installed,0,10662716,1150
€1195000,Avenue Baron Albert d'Huart 130,4,G,484,No,0,20,725,18,3,1925,To renovate,0,2,2,0,2,Installed,Gas,10662714,1160
€327000,Gemeenteplein 23B,3,B,136,0,0,0,0,0,0,0,0,0,1,0,0,2,0,Gas,10632208,9230
€,Rue Monjoie 4,3,D,274,0,Yes,0,2466,0,4,1993,Good,0,1,0,0,2,Hyper equipped,Fuel oil,10662709,5310
€239000,Grote Markt 35,4,F,849,0,0,40,842,0,4,1967,To renovate,0,1,0,0,1,Semi equipped,Fuel oil,10662708,9690
€260000,Grote Markt 35,2,Not specified,Not specified,0,Yes,0,0,0,2,0,0,0,1,0,0,2,Semi equipped,Gas,10662706,9600
€498000,Parklaan 59 bus1,4,C,209,0,0,35,100,50,2,1906,Good,0,1,0,0,0,Not installed,Gas,10662703,9100
€100000,"Chaussée de Bruxelles, 10",3,G,569,0,0,0,660,0,2,1900,To renovate,0,0,0,0,0,0,0,89,3
€550000,Chaussée de Tervuren 149/3,5,B,129,0,0,82,413,50,3,1900,As new,0,2,0,0,3,USA hyper equipped,Gas,1420,27
€849000,Pater Nuyenslaan 39,3,F,822,0,0,0,2601,0,4,1975,To renovate,0,2,0,0,3,Installed,Gas,10662683,2970
€375000,Avenue du Pesage 10,2,B,82,0,0,16,0,40,4,1972,Good,0,2,0,0,2,0,Gas,10662681,1180
€249000,Rue de l'Institut 35,4,E,411,0,0,0,342,0,0,0,To renovate,0,2,0,0,3,Not installed,Gas,10662679,5000
€325010,"Roterijstraat, 202",0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10662670,8790
€299000,"Roterijstraat, 202",3,Not specified,Not specified,0,Yes,0,207,0,3,1964,Good,0,1,0,0,2,Installed,Gas,10662667,8790
€375000,Porte d'Ogy 78,3,Not specified,Not specified,0,Yes,0,1634,0,0,0,To be done up,0,0,0,0,0,Semi equipped,Fuel oil,10662666,7800
€110000,Borchamps 24,3,D,333,No,0,19,523,0,3,0,To renovate,0,1,0,Yes,2,0,Pellet,10662665,6900
€359000,Britselei 42,3,B,161,0,0,0,0,50,2,0,Good,0,1,0,0,2,Installed,Gas,10662663,2950
€849000,Avenue de L'amarante 39,6,D,161,No,0,15,185,0,2,1937,Good,0,4,0,0,4,Installed,Gas,10662656,1020
€275000,Rue du Commerce 1,3,F,427,0,Yes,0,744,0,4,1850,To be done up,0,1,0,0,2,Semi equipped,Fuel oil,10662648,5590
€275000,Rue du Commerce 1,3,F,427,0,Yes,0,744,0,4,1850,To be done up,0,1,0,0,2,Semi equipped,Fuel oil,10662647,5330
€275000,Rue du Commerce 1,3,F,427,0,Yes,0,744,0,4,1850,To be done up,0,1,0,0,2,Semi equipped,Fuel oil,10662646,5530
€159000,Stationsstraat 76,2,F,609,0,0,0,516,0,4,1930,To renovate,0,1,0,No,1,0,0,10662645,9890
€495000,Kortrijksesteenweg 74,1,Not specified,Not specified,0,0,14,0,41,0,0,Good,0,1,0,No,1,0,0,10662629,9000
€250000,rue de bomerée 134,3,F,507,No,Yes,0,0,0,3,0,0,0,0,3,Yes,3,Installed,Gas,10662617,7160
€215000,Markt 32,1,A,77.34,No,0,10,0,23,0,0,As new,0,0,0,0,1,Hyper equipped,Gas,10662614,9800
€1000000,Avenue Louise 231,8,D,194,No,0,0,130,0,2,1931,Good,0,8,8,0,8,Installed,Gas,10662611,1080
€275000,Hollebeekstraat 163A,2,Not specified,Not specified,0,0,6,0,39,4,1977,Good,0,1,0,0,1,Semi equipped,0,10662604,1700
€650/month,Av. Henri Conscience 74,1,D,193,0,0,0,0,0,0,0,Just renovated,0,1,0,0,1,0,Electric,10662600,1050
€345000,Grote Markt 10,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10662593,2275
€270000,Grote Markt 10,1,Not specified,Not specified,0,0,15,0,0,0,2022,0,0,1,0,0,1,Installed,0,10662592,2275
€345000,Grote Markt 10,2,Not specified,Not specified,0,0,15,0,0,0,2022,0,0,1,0,0,1,Installed,0,10662591,2275
€259000,Grote Markt 10,3,F,717,0,Yes,0,274,0,3,1965,To be done up,0,1,0,0,2,Semi equipped,Fuel oil,10662586,2200
€259000,Grote Markt 10,2,A,74,0,0,0,0,32,2,1982,Good,0,1,1,0,1,Semi equipped,Gas,10662585,2200
€549000,Grote Markt 10,4,B,183,0,Yes,0,877,0,4,1993,As new,0,1,0,0,2,Hyper equipped,Gas,10662584,2200
€895000,Rondplein 14/2,4,B,162,No,Yes,0,1548,38,4,1962,As new,0,1,0,0,2,Installed,0,10662583,2480
€195000,Vredestraat 12,2,F,807,No,Yes,0,453,31,3,1988,To be done up,0,1,0,0,0,0,Electric,10662579,8700
€625000,Van Peltstraat 2,3,A,87,0,Yes,0,0,0,2,0,As new,0,1,0,0,2,Hyper equipped,0,10662577,2018
€70000,Rue de Wynants 9,1,Not specified,Not specified,Yes,0,0,0,0,0,2005,As new,0,1,0,No,0,0,Fuel oil,2000,251
€100000,Rue de Wynants 9,1,Not specified,Not specified,Yes,0,0,0,0,0,2007,As new,0,1,0,No,0,0,Electric,2000,251
€160000,Rue de Wynants 9,3,Not specified,Not specified,No,0,0,0,0,0,1974,As new,0,2,0,No,0,0,Fuel oil,8,3
€105000,Rue de Wynants 9,2,Not specified,Not specified,No,0,0,250,0,0,1993,Good,0,1,0,No,0,0,0,10662571,19015
€260000,Rue de Wynants 9,0,Not specified,Not specified,No,0,0,0,0,0,2023,0,0,2,0,No,0,0,0,8,3
€295000,Noordstraat 17,2,D,371,No,0,2,0,50,3,1975,Good,0,1,1,Yes,1,Hyper equipped,0,10662569,9820
€399000,Statiestraat 47,4,C,287,No,Yes,0,1087,40,0,0,Good,0,0,0,0,2,Installed,Gas,10662566,2440
€515000,Steenweg op Aalst 96,4,A,31,No,0,20,350,26,3,0,As new,0,0,0,0,2,Hyper equipped,0,10662565,9340
€515000,Steenweg op Aalst 96,4,A,30,No,Yes,0,350,38,3,0,As new,0,0,1,0,3,Hyper equipped,0,10662564,9340
€249000,Rijselstraat 25,4,D,306,No,0,0,209,30,2,0,As new,0,0,0,0,2,Installed,Gas,10662563,8904
€210000,Place du Marché 11,3,B,107,No,0,12,0,20,0,0,0,0,1,0,No,1,0,0,10662561,7140
€249000,Place du Marché 11,3,D,294,No,Yes,0,0,0,0,0,As new,0,1,1,Yes,3,0,Gas,10314264,6042
€229000,Boulevard du Neuvième de Ligne 35,3,G,728,No,0,6,0,36,0,1933,To renovate,0,1,0,Yes,1,0,Gas,10662558,1000
€229000,Boulevard du Neuvième de Ligne 35,3,G,728,No,0,6,0,36,0,1933,To renovate,0,1,0,Yes,1,0,Gas,10662557,1020
€210000,Boulevard du Neuvième de Ligne 35,3,G,437,No,0,22,0,30,0,1931,Good,0,1,0,No,1,0,Gas,10662556,1080
€210000,Boulevard du Neuvième de Ligne 35,3,G,437,No,0,22,0,30,0,1931,Good,0,1,0,No,1,0,Gas,10662555,1070
€449000,Holstraat 86,3,C,257,No,0,0,665,0,4,1976,Good,0,1,0,0,0,0,Fuel oil,10662545,8790
€145000,Av. Henri Conscience 74,1,G,981,0,0,0,0,0,0,0,Good,0,0,0,0,1,0,Gas,10662544,1050
€690000,Boulevard Theo Lambert 94,3,Not specified,Not specified,No,0,0,551,29,4,1976,0,0,2,0,Yes,0,0,Gas,10662543,1785
€249000,Avenue Louise 231,1,G,645,No,0,0,0,30,2,1931,Good,0,1,1,0,1,Hyper equipped,Gas,10662541,1000
€925000,Rue de la Déportation 81,8,C,243,No,0,290,1541,51,4,0,Just renovated,0,3,0,Yes,4,Semi equipped,Fuel oil,10662539,7170
€240000,Smedenstraat 21,2,D,347,0,Yes,0,67,0,0,0,Good,0,1,0,0,1,0,Electric,10662537,8400
€335000,Smedenstraat 21,4,D,345,0,Yes,0,0,0,0,0,Good,0,2,0,0,2,0,Gas,10662538,8400
€595000,Smedenstraat 21,3,Not specified,Not specified,0,0,0,0,48,0,0,Good,0,2,0,0,2,0,0,10662535,8200
€287500,Smedenstraat 21,2,C,236,0,Yes,0,0,0,0,0,Good,0,1,0,0,1,0,Gas,10662533,8310
€750,Smedenstraat 21,1,D,341,Yes,Yes,0,171,25,3,0,Just renovated,0,1,0,0,2,0,Gas,10662534,8020
€499000,Smedenstraat 21,4,B,168,0,Yes,0,876,68,0,0,Good,0,1,1,0,2,0,Gas,10662530,9910
€430000,Vichteplaats 13,4,F,691,0,Yes,0,3927,0,4,1966,Good,0,1,0,0,1,Installed,Fuel oil,10662527,8570
€625000,Sint Goriksplein 8/11,3,A,78,No,Yes,0,364,0,2,0,As new,0,0,0,0,2,Installed,0,10662525,2650
€220000,av. de la Floride 77,2,G,694,No,0,5,0,25,2,1970,Good,0,1,1,0,1,USA installed,Gas,10662524,1090
€.,Rue Grande 74,3,E,393,No,Yes,0,935,0,4,0,Good,0,1,0,0,0,Installed,Fuel oil,10662523,7390
€297000,Avenue Louise 523,2,E,266,No,Yes,0,0,0,3,1928,Good,0,1,0,0,1,0,Gas,10662522,1040
€445000,Smedenstraat 21,3,D,345,Yes,Yes,0,2482,30,0,0,Good,0,1,1,0,2,0,Electric,10662520,8820
€335412,"Bleekstraat, 19",2,A,30,0,0,16,0,0,4,2023,As new,0,1,0,0,0,0,0,3272,20
€248900,Izegemstraat 355,3,Not specified,Not specified,0,Yes,0,178,0,2,0,0,0,0,0,0,0,0,0,10662513,8970
€235000,Izegemstraat 355,4,F,532,0,Yes,0,213,0,2,0,To renovate,0,0,0,0,0,0,Gas,10577624,8820
€299000,Izegemstraat 355,4,E,447,0,Yes,0,200,0,2,0,Good,0,0,0,0,0,0,0,10478749,9700
€219000,RUE ERNEST MARTEL 24,4,C,250,0,0,40,120,22,2,0,0,0,1,0,0,2,0,Gas,10662505,7060
€,Borchamps 24,6,D,304,0,0,48,0,39,2,0,Good,0,3,0,0,3,0,Electric,10662485,4432
€595000,122 RUE DE MONT-ST-PONT,5,C,255,No,0,25,366,18,3,1930,Just renovated,0,2,1,0,3,Hyper equipped,Gas,20,27
€565000,Graanmarkt 10,4,Not specified,Not specified,0,Yes,0,503,34,3,2020,As new,0,2,0,Yes,2,0,0,10662476,9340
€,Rue de l'Yser 30,5,G,594,0,0,0,140,27,2,0,To renovate,0,0,2,0,2,Semi equipped,Gas,10662474,4420
€250000,Rue Pierre Henvard 2,2,G,582,0,0,0,582,25,3,0,Just renovated,0,1,0,0,0,Semi equipped,Fuel oil,10662472,4160
€495000,Rue Prince Baudouin 67/15,0,G,950,0,0,23,68,0,2,0,Good,0,3,7,0,7,Semi equipped,Gas,10662471,1020
€2100000,Markt 37,7,G,552,No,Yes,0,4200,0,4,1875,To be done up,0,5,4,0,7,Installed,Fuel oil,10662470,6940
€650000,"Oppemlaan, 32",2,E,225,No,Yes,0,0,62,4,1989,Good,0,1,0,0,1,0,Gas,10662467,1150
€215000,Dorpsplein 11/1,3,E,438,0,0,0,122,15,2,1918,Good,0,1,0,Yes,2,0,Gas,10662465,8510
€300000,Rue des Ragayets 32,2,E,365,No,Yes,0,121,16,2,1936,Good,0,1,1,Yes,2,Not installed,Gas,8,3
€350000,Heusdendorp 7,4,C,270,No,Yes,0,273,34,2,1985,As new,0,1,1,0,2,Hyper equipped,Gas,10662462,8400
€259000,Avenue Van Overbeke 134,2,E,223,No,0,5,0,55,2,1930,As new,0,1,0,0,1,USA hyper equipped,Gas,10662460,1082
€300000,markt 9,4,B,123,No,0,8,131,0,2,1997,Good,0,1,0,0,1,Installed,Gas,10662452,9700
€375000,Kouter 98,2,B,161,No,Yes,0,0,0,2,2005,Good,0,1,0,0,1,Installed,Gas,10662440,8000
€238000,Peperstraat 38,3,F,505,No,Yes,0,180,0,2,1937,Good,0,1,0,0,1,Installed,Gas,10662436,8970
€650000,Grote Markt 13,2,B,131,No,0,108,0,0,4,2020,Good,0,2,0,0,2,Hyper equipped,Gas,10662432,8800
€120000,Route de Mons 379A,1,B,118,No,0,3,0,17,2,0,0,0,1,0,0,1,Installed,0,10662431,7134
€379000,Leopoldlaan 1,2,C,219,No,0,7,0,0,2,1957,As new,0,1,0,0,0,Installed,Gas,10662426,8430
€499000,Vlamingstraat 62,5,B,181,No,Yes,0,600,0,4,1984,Good,0,2,0,0,3,Installed,Gas,10662423,8200
€319900,Hoevensebaan 25,3,C,261,No,Yes,0,275,0,2,1970,Good,0,0,0,0,2,0,Gas,10662421,2040
€349000,Groentemarkt 1,1,E,415,0,0,0,0,0,0,0,Good,0,1,0,No,1,0,Fuel oil,10662419,8400
€239000,Verbeytstraat 1/1,2,C,214,No,0,0,0,0,2,1969,To be done up,0,1,0,0,1,Installed,Gas,10610694,1853
€279000,Verbeytstraat 1/1,2,B,115,No,Yes,0,0,0,4,1973,Good,0,1,0,0,1,Installed,Gas,10662418,1853
€215000,Kapellelaan 9 - Esplanade,1,C,270,0,0,19,0,0,0,1960,Good,0,1,0,No,1,0,Gas,8660,20
€295000,Minderbroedersstraat 8,3,B,165,0,Yes,0,0,0,0,2010,Good,0,1,0,No,1,0,Gas,10662412,1755
€114000,Rue Simon 46/2,0,D,319,No,0,0,0,0,2,0,Good,0,1,0,0,1,0,Gas,8,3
€849000,Smedenstraat 21,4,E,411,0,Yes,0,2064,38,0,0,Good,0,2,0,0,2,0,0,10662404,8490
€200/month,"Avenue des Petits Champs, 63",1,Not specified,Not specified,0,0,0,0,0,0,0,Good,0,0,0,0,0,0,0,10662402,1210
€1100000,Place Brugmann 10B,5,E,231,No,0,14,340,29,2,1931,Good,0,3,7,Yes,3,Installed,Gas,10662400,1190
€349900,rue de Pont-à-Celles 10,3,E,401,No,0,120,872,40,4,1991,Good,0,1,1,Yes,2,Installed,Gas,3,20
€299000,"Prinsenstraat, 24",2,B,101,No,0,0,0,32,2,2013,Good,0,1,0,0,0,Hyper equipped,Gas,10662395,1800
€899000,Rue Reine Astrid 26,7,B,98,0,0,30,660,46,3,1900,As new,0,3,0,0,0,Hyper equipped,Fuel oil,10662393,6717
€,Rue de France 37,8,C,230,0,0,0,1371,0,0,0,Good,0,3,0,0,3,Installed,Gas,3,27
€190000,"Bredabaan, 896",3,D,354,0,0,0,44,0,2,0,To renovate,0,1,0,0,2,Semi equipped,0,9940689,2140
€70/month.,Rue de la Concorde 16,0,G,2109,No,0,5,0,28,2,2012,As new,0,1,1,0,1,Hyper equipped,Gas,10662365,1140
€,Rue J. Wettinck 49,4,F,436,No,0,200,415,16,3,0,Good,0,1,1,Yes,1,Installed,Fuel oil,10662364,4420
€1275/month,"Avenue des Petits Champs, 63",3,A,20,No,0,0,0,0,2,0,As new,0,1,1,0,2,0,Gas,10662363,1140
€310000,Rue Nestor Vandercamme 58,2,B,158,No,0,20,385,0,4,0,As new,0,1,0,0,0,0,0,1495,20
€130000,"Chaussée Nationale 4, b 21",1,Not specified,Not specified,0,0,0,1550,0,4,0,To renovate,0,0,0,0,0,0,0,10662356,6240
€239000,Avenue Franklin Roosevelt 22A,3,D,298,No,0,13,78,0,2,0,0,0,0,0,0,0,Installed,Gas,10631501,4600
€395000,"Boulevard Kennedy, 69",15,F,447,No,Yes,0,21500,0,4,0,To renovate,0,4,0,0,0,0,0,9,3
€240000,"Avenue du Chêne, 101",4,G,519,No,Yes,0,0,0,4,0,0,0,0,1,0,2,Installed,Electric,28,20
€289000,avenue des Combattants 186A,3,C,292,No,0,0,204,33,2,1956,0,0,1,0,0,2,Installed,Gas,10662351,1700
€,Chaussée de Charleroi 226,2,E,370,0,0,15,50,0,3,0,Good,0,1,0,0,1,Semi equipped,Gas,10662328,6240
€85000,Leopoldlaan 228,0,C,264,0,0,0,0,0,0,1968,Good,0,1,0,No,1,0,0,10662327,8434
€119000,Chaussée de Charleroi 226,2,C,201,0,0,0,0,27,0,0,To be done up,0,0,1,0,1,Semi equipped,Gas,10662326,6060
€285000,Markt 20,3,B,176,0,Yes,0,0,0,2,1994,Good,0,1,0,0,2,Semi equipped,Gas,10662320,2260
€,Rue d'Horpmael 26,3,Not specified,Not specified,0,0,0,1958,0,4,0,0,0,0,0,0,0,0,0,10662318,5380
€230000,Hulstedorp 18,4,F,645,No,Yes,0,710,0,3,0,Good,0,0,0,0,2,Installed,Gas,10662317,8583
€269000,"Frankrijklei, 94",2,Not specified,Not specified,0,0,0,0,0,0,2023,Good,0,1,0,No,1,0,0,10662315,2830
€515000,"Frankrijklei, 94",3,Not specified,Not specified,0,0,0,0,0,0,2023,Good,0,1,0,No,1,0,0,10662316,2830
