Price,Address,Bedrooms,Energy class,Primary energy consumption,Furnished,Terrace,Terrace surface,Surface of the plot,Living room surface,Number of frontages,Construction year,Building condition,Outdoor parking space,Bathrooms,Shower rooms,Office,Toilets,Kitchen type,Heating type,immo_code,postal code
€429500,Kolmen 28,4,F,692,0,0,0,1472,45,4,1969,Good,0,1,0,0,2,Installed,Fuel oil,10660378,3945
€195000,"rue Saint-Martin, 5",3,G,535,0,0,0,0,26,3,1957,To renovate,0,1,0,Yes,0,0,0,10660377,7540
€810000,Chaussée de Haecht 1697,3,G,347,No,0,40,0,2340,2,0,As new,0,2,2,0,2,Installed,0,10660375,1180
€249000,Rue du Vivier 212,3,D,318,No,0,35,672,0,3,0,Good,0,1,0,0,0,0,0,10660374,6687
€119000,"Boulevard Kennedy, 69",1,D,283,No,0,0,0,51,0,0,As new,0,1,1,0,1,Semi equipped,0,10660371,7390
€749000,"Orteliuskaai, 8",3,C,268,No,Yes,0,0,0,0,0,As new,0,1,1,Yes,2,Hyper equipped,0,10660370,2110
€599000,"Orteliuskaai, 8",3,B,199,No,0,14,0,25,2,0,As new,0,2,2,Yes,3,Hyper equipped,Gas,10660369,2018
€70,Valkebeekstraat 24,2,C,241,0,0,3,0,0,3,1996,Good,0,1,0,0,1,Semi equipped,Gas,10660365,2850
€475000,Place Brugmann 11,2,E,225,No,0,15,0,40,0,1966,Good,0,1,0,0,2,0,Gas,10660362,1180
€140000,Grotestraat 28,1,D,317,No,0,0,0,0,2,1970,Good,0,1,1,0,1,Hyper equipped,Fuel oil,10660357,9280
€160000,Grotestraat 28,2,B,132,No,0,2,0,0,2,1970,Good,0,1,1,0,1,Hyper equipped,Fuel oil,10660356,9280
€1240000,Grotestraat 28,14,Not specified,Not specified,No,0,0,145,0,2,1970,Good,0,8,8,0,8,Hyper equipped,Fuel oil,10660355,9280
€255000,rue des dominicains 4E,2,C,249,No,Yes,0,234,0,2,1965,Good,0,1,1,0,2,Hyper equipped,Fuel oil,10660354,4460
€559000,Galgstraat 83,5,C,259,No,Yes,0,1067,49,4,1992,Good,0,1,0,Yes,2,0,Fuel oil,10660353,1500
€559000,Galgstraat 83,5,C,259,No,Yes,0,1067,49,4,1992,Good,0,1,0,Yes,2,0,Fuel oil,10660352,1502
€559000,Galgstraat 83,5,C,259,No,Yes,0,1067,49,4,1992,Good,0,1,0,Yes,2,0,Fuel oil,10660350,1500
€335000,Yzerhand 14,3,C,233,0,0,80,0,33,3,1980,Just renovated,0,1,0,0,2,Hyper equipped,Gas,10660348,9120
€469000,Drie Veldenweg 3/1,4,C,241,0,Yes,0,1681,18,3,2000,Good,0,1,1,Yes,2,Hyper equipped,Gas,10660343,9300
€469000,Drie Veldenweg 3/1,4,C,241,0,Yes,0,1681,18,3,2000,Good,0,1,1,Yes,2,Hyper equipped,Gas,10660342,9310
€325000,Provinciale Steenweg 354,2,F,1001,0,Yes,0,130,0,3,1923,0,0,1,0,0,0,Hyper equipped,Electric,10660341,2845
€289000,Schootstraat 254,3,C,225,0,Yes,0,327,0,2,1930,0,0,2,0,0,0,USA installed,Gas,10660340,3581
€349000,Provinciale Steenweg 354,2,B,191,0,Yes,0,0,0,2,1905,0,0,1,0,Yes,0,Hyper equipped,Gas,10660339,2845
€245000,Schootstraat 254,3,B,145,0,Yes,0,0,0,4,1963,As new,0,1,0,0,1,Installed,0,10660338,3600
€729000,Rue Xavier De Bue 1,8,G,565,No,Yes,0,0,0,2,0,Good,0,3,0,0,4,0,0,10570116,1020
€275000,Stationstraat 30,5,C,177,No,0,80,818,22,4,1976,Good,0,1,0,0,2,Installed,Fuel oil,10660333,7750
€599000,Schoolstraat 58,5,B,160,0,Yes,0,416,35,4,1961,Just renovated,0,1,0,0,2,Installed,0,10660332,2580
€.,Rue de la Station 3,1,B,97,No,0,0,0,18,2,2018,As new,0,1,1,0,1,Installed,Gas,10660329,4020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660325,9420
€895000,Korte Nieuwstraat 16,7,C,276,0,0,10,95,0,2,0,As new,0,6,0,0,6,Installed,Gas,10660324,2000
€895000,Korte Nieuwstraat 16,7,C,276,0,0,10,95,0,2,0,As new,0,6,0,0,6,Installed,Gas,10660323,2000
€290000,rue des Bacheres 7 Bt 1,4,D,272,No,0,45,868,40,4,0,Good,0,2,1,Yes,2,Hyper equipped,Fuel oil,10660322,6220
€599000,Nieuwstraat 9,4,E,420,0,Yes,0,1476,42,3,1960,To be done up,0,1,0,0,0,Installed,Gas,10660321,9300
€349000,Nieuwstraat 9,5,F,665,No,Yes,0,785,40,2,1950,To renovate,0,1,0,Yes,0,Installed,0,10660320,9450
€189000,Chaussée de Louvain 367,5,G,Not specified,0,Yes,0,0,0,3,0,To renovate,0,0,0,0,0,0,0,10660319,4000
€265000,Chaussée de Louvain 367,4,F,493,0,0,60,1000,20,3,1879,As new,0,1,1,0,1,USA installed,0,10660318,5150
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660317,2430
€422000,Moldendijk 113,3,Not specified,Not specified,0,Yes,0,281,30,2,0,As new,0,1,0,0,2,0,Gas,10660316,2360
€495000,Moldendijk 113,3,B,189,0,Yes,0,951,43,4,2000,0,0,1,0,0,0,0,Gas,2235,20
€175/month,Tomberg 212,1,G,696,No,0,16,0,17,2,1971,To be done up,0,1,3,0,1,Installed,Fuel oil,10660313,1070
€349000,Boulevard du Roi Albert 42/44,3,C,197,0,Yes,0,876,37,4,1993,Good,0,1,1,0,0,Installed,Gas,7540,20
€119000,Rue de Beaumont 53,3,E,411,No,0,0,0,17,2,0,To renovate,0,2,0,0,0,0,Gas,6140,27
€299000,33 Ernest Van Dijckkaai,4,D,375,No,0,0,125,26,2,0,To renovate,0,1,0,0,3,Installed,0,10660305,2170
€439000,33 Ernest Van Dijckkaai,4,B,128,No,Yes,0,290,24,3,1995,As new,0,1,0,0,2,Installed,Gas,10660303,2170
€299000,33 Ernest Van Dijckkaai,2,E,496,No,0,40,0,36,2,0,Good,0,1,0,0,1,Installed,Gas,10660302,2020
€,Place Verte 33,3,G,649,0,0,12,380,0,3,0,To renovate,0,1,1,0,1,0,Wood,10660300,7370
€,rue de France 26,3,D,335,0,Yes,0,0,0,4,0,As new,0,2,0,0,0,0,Fuel oil,10660299,5070
€399900,rue de Pont-à-Celles 10,6,C,205,No,0,25,909,35,3,1900,Good,0,3,2,Yes,3,USA semi equipped,Pellet,10578356,6181
€125000,Rue de Rochefort 62,2,G,571,No,Yes,0,117,18,2,1930,Good,0,1,0,Yes,0,Semi equipped,Fuel oil,10660293,5560
€179000,"Thier D'oupeye,26",3,E,400,0,0,36,359,34,2,0,To renovate,0,1,1,0,2,Semi equipped,Fuel oil,10660292,4430
€280000,Sint-Denijslaan 1,2,Not specified,Not specified,No,0,14,0,21,4,2025,As new,0,1,0,0,1,USA hyper equipped,0,10660289,9000
€435000,Sint-Denijslaan 1,2,Not specified,Not specified,No,0,19,0,25,4,2025,As new,0,1,0,Yes,1,USA hyper equipped,0,10660288,9000
€320000,Sint-Denijslaan 1,2,Not specified,Not specified,No,0,11,0,26,4,2025,As new,0,1,0,0,2,USA hyper equipped,0,10660287,9000
€400000,Sint-Denijslaan 1,3,Not specified,Not specified,No,0,27,0,26,4,2025,As new,0,2,0,0,2,USA hyper equipped,0,10660286,9000
€355000,Sint-Denijslaan 1,3,Not specified,Not specified,No,0,13,0,28,4,2025,As new,0,2,0,0,2,USA hyper equipped,0,10660285,9000
€320000,Sint-Denijslaan 1,2,Not specified,Not specified,No,0,15,0,35,4,2025,As new,0,1,0,0,1,USA hyper equipped,0,10660284,9000
€435000,Sint-Denijslaan 1,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660273,9000
€9.125*/jaar,Sint-Denijslaan 1,1,Not specified,Not specified,No,0,5,0,44,4,2022,0,0,1,0,0,1,USA installed,Gas,10660272,9000
€9.125*/jaar,Sint-Denijslaan 1,1,Not specified,Not specified,No,0,5,0,44,4,2022,0,0,1,0,0,1,USA installed,Gas,10660271,9000
€9.125*/jaar,Sint-Denijslaan 1,1,Not specified,Not specified,No,0,5,0,44,4,2022,0,0,1,0,0,1,USA installed,Gas,10660270,9000
€9.125*/jaar,Sint-Denijslaan 1,1,Not specified,Not specified,No,0,5,0,44,4,2022,0,0,1,0,0,1,USA installed,Gas,10660269,9000
€9.125*/jaar,Sint-Denijslaan 1,1,Not specified,Not specified,No,0,5,0,44,4,2022,0,0,1,0,0,1,USA installed,Gas,10660268,9000
€9.125*/jaar,Sint-Denijslaan 1,1,Not specified,Not specified,No,0,5,0,44,4,2022,0,0,1,0,0,1,USA installed,Gas,10660267,9000
€9.125*/jaar,Sint-Denijslaan 1,1,Not specified,Not specified,No,0,5,0,44,4,2022,0,0,1,0,0,1,USA installed,Gas,10660266,9000
€9.125*/jaar,Sint-Denijslaan 1,1,Not specified,Not specified,No,0,5,0,44,4,2022,0,0,1,0,0,1,USA installed,Gas,10660265,9000
€9.125*/jaar,Sint-Denijslaan 1,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660254,9000
€339150,Sint-Denijslaan 1,2,Not specified,Not specified,No,0,0,0,38,2,0,As new,0,1,0,0,2,USA hyper equipped,Gas,10660253,9070
€363800,Sint-Denijslaan 1,2,Not specified,Not specified,No,0,0,0,26,2,0,As new,0,1,0,0,1,USA hyper equipped,Gas,10660252,9070
€451250,Sint-Denijslaan 1,3,Not specified,Not specified,No,0,13,0,30,2,0,As new,0,1,0,0,2,USA hyper equipped,Gas,10660251,9070
€365250,Sint-Denijslaan 1,2,Not specified,Not specified,No,0,9,0,13,2,0,As new,0,1,0,0,2,USA hyper equipped,Gas,10660250,9070
€333400,Sint-Denijslaan 1,2,Not specified,Not specified,No,0,5,0,14,2,0,As new,0,1,0,0,2,USA hyper equipped,Gas,10660249,9070
€451250,Sint-Denijslaan 1,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660243,9070
€441000,Sint-Denijslaan 1,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9030,20
€425250,Sint-Denijslaan 1,4,Not specified,Not specified,0,0,14,160,20,3,2022,0,0,2,0,0,0,Hyper equipped,0,9030,20
€435750,Sint-Denijslaan 1,5,Not specified,Not specified,No,0,14,149,20,3,2022,0,0,2,0,0,3,Hyper equipped,Gas,9030,20
€441000,Sint-Denijslaan 1,4,Not specified,Not specified,0,0,15,288,18,3,2022,As new,0,2,0,0,2,Hyper equipped,Gas,9030,20
€1325000,Sint-Denijslaan 1,3,Not specified,Not specified,No,0,58,0,0,4,2022,As new,0,3,0,0,3,Hyper equipped,0,10660231,9000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660230,9000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9040,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9040,20
€339000,Sint-Denijslaan 1,3,Not specified,Not specified,No,0,19,0,0,4,2024,As new,0,1,0,0,1,USA hyper equipped,0,10660227,9700
€324000,Sint-Denijslaan 1,2,Not specified,Not specified,No,0,26,0,0,4,2024,As new,0,1,0,0,1,USA hyper equipped,0,10660226,9700
€329000,Sint-Denijslaan 1,2,Not specified,Not specified,No,0,27,0,0,4,2024,As new,0,1,0,0,1,USA hyper equipped,0,10660225,9700
€374000,Sint-Denijslaan 1,3,Not specified,Not specified,No,0,12,0,0,4,2024,As new,0,1,0,0,1,USA hyper equipped,0,10660224,9700
€340000,Brusselsesteenweg 89,3,C,276,No,Yes,0,581,40,2,1989,Good,0,1,0,0,2,Installed,Fuel oil,10660222,9400
€340000,Brusselsesteenweg 89,3,C,276,No,Yes,0,581,40,2,1989,Good,0,1,0,0,2,Installed,Fuel oil,10660220,9402
€2075000,Heidestatiestraat 53,5,B,168,No,Yes,0,2985,55,4,1998,As new,0,4,0,Yes,0,USA hyper equipped,Gas,10660217,2360
€374000,Sint-Denijslaan 1,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660215,9700
€272000,Sint-Denijslaan 1,3,C,246,No,0,0,55,14,2,1899,Good,0,2,2,0,2,USA installed,Gas,10660214,9000
€219000,Kapellestraat 14A,2,C,263,0,0,9,0,28,3,1967,Good,0,1,0,0,1,Installed,0,10433248,2610
€435000,Sint-Denijslaan 1,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660202,9051
€275000,Antwerpsesteenweg 359,2,D,365,0,Yes,0,350,0,3,1935,Good,0,1,0,0,1,Installed,Gas,10660201,2520
€350000,Ottergemsesteenweg-Zuid 808,4,D,302,No,0,14,230,28,2,1935,Good,0,1,1,Yes,1,Installed,Gas,10660200,9000
€119000,Rue Saint-Achaire 86,3,G,546,No,0,20,250,0,2,1950,To be done up,0,1,1,0,1,Not installed,Carbon,10660199,7700
€119000,Rue Saint-Achaire 86,3,C,179,No,0,10,120,0,2,1950,To be done up,0,1,1,0,1,Semi equipped,Gas,10660198,7700
€229000,"Rue du Quesnoy, 36",2,F,505,No,0,0,410,27,4,1950,Good,0,1,1,0,1,Installed,Fuel oil,10660197,7500
€254000,"Rue du Quesnoy, 36",3,E,362,No,Yes,0,727,32,2,1936,As new,0,1,1,0,2,Installed,Gas,9,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660193,1200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660192,1200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660191,1200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660190,1200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660189,1200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660188,1200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660187,1200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660186,1200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660185,1200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660184,1200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660183,1200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660182,1200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660181,1200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660180,1200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660179,1200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660178,1200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660177,1200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660176,1200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660175,1200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660174,1200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660173,1200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660172,1200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660171,1200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660170,1200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660169,1200
€195000,Chaussée de Philippeville 22,2,E,355,0,0,26,1980,30,4,0,To be done up,0,1,0,0,1,0,Fuel oil,10660168,5660
€445000,Hundelgemsesteenweg 230,3,A,34,0,Yes,0,136,28,2,0,As new,0,1,0,0,2,0,0,10660167,9032
€,Chaussée de Charleroi 31,2,Not specified,Not specified,0,0,0,70,40,2,0,To renovate,0,1,1,0,1,Semi equipped,0,6220,20
€,Chaussée de Charleroi 31,2,Not specified,Not specified,0,0,0,330,0,3,0,To restore,0,0,0,0,1,Not installed,0,6041,20
€,Chaussée de Charleroi 31,2,Not specified,Not specified,0,0,0,330,0,3,0,To restore,0,0,0,0,1,Not installed,0,6043,20
€,Chaussée de Charleroi 31,4,E,393,No,0,15,700,0,4,0,Just renovated,0,3,2,0,3,0,0,83,3
€,Chaussée de Charleroi 31,3,Not specified,Not specified,0,0,0,150,0,2,0,Good,0,2,2,0,3,Installed,0,7100,20
€,Chaussée de Charleroi 31,4,Not specified,Not specified,0,0,5,0,18,3,0,Good,0,1,0,0,0,0,0,6061,20
€,Chaussée de Charleroi 31,4,E,393,No,0,15,700,0,4,0,Just renovated,0,3,2,0,3,0,0,83,3
€,Chaussée de Charleroi 31,4,Not specified,Not specified,0,0,26,240,50,2,2022,As new,0,1,0,0,0,0,0,10494234,6030
€,Chaussée de Charleroi 31,4,Not specified,Not specified,0,0,26,240,50,2,2022,As new,0,1,0,0,0,0,0,10494233,6030
€245000,Bischoppenhoflaan 284,4,E,498,0,0,32,105,30,2,1918,Good,0,1,0,0,1,Installed,0,10660156,2170
€309000,Hoogstraat 35,4,D,314,0,Yes,0,1590,0,4,1989,0,0,1,0,0,1,0,Fuel oil,10660155,3670
€349000,Paalstraat 70,3,F,539,0,0,0,307,0,3,1967,To renovate,0,1,0,0,0,0,Gas,10660154,2650
€275000,Grote Markt 35,2,Not specified,Not specified,0,0,0,490,0,0,0,To be done up,0,1,0,0,1,Semi equipped,Fuel oil,10660153,9600
€279000,Rue de Herve 70,2,B,154,No,0,13,120,12,3,0,Just renovated,0,1,1,0,1,Installed,Gas,9,3
€229000,Rue de Herve 70,0,G,592,0,0,0,288,0,2,1962,As new,0,0,1,Yes,2,Semi equipped,0,10660150,4460
€229000,Rue de Herve 70,0,G,592,0,0,0,288,0,2,1962,As new,0,0,1,Yes,2,Semi equipped,0,10660149,4460
€1520000,Pikdorenveld 8,10,F,277,No,Yes,0,175,15,2,0,Good,0,9,0,Yes,0,0,Gas,10236755,1000
€335000,Hoogstraat 20,5,F,504,0,0,60,270,24,2,1930,Good,0,1,0,0,3,0,Gas,10660146,2845
€389000,Hoogstraat 20,4,A,42,0,0,21,330,50,2,2023,As new,0,1,0,0,4,Hyper equipped,0,10660145,9470
€389000,Hoogstraat 20,4,A,39,No,0,21,320,50,2,2023,As new,0,2,0,0,2,Not installed,0,10660144,9470
€446000,Hoogstraat 20,4,A,46,No,0,18,477,52,3,2023,As new,0,1,0,0,2,Hyper equipped,0,10660143,9470
€219000,Hoogstraat 20,3,E,452,0,Yes,0,564,32,3,1950,To be done up,0,1,0,0,1,Installed,Gas,10660142,9340
€210000,Avenue de Laeken 29,1,C,271,No,0,2,0,25,3,0,As new,0,1,0,0,1,Installed,0,10660135,1780
€.,Avenue de Laeken 29,1,D,301,No,Yes,0,0,25,3,0,As new,0,1,0,0,1,Installed,0,10660134,1780
€110000,Faubourg de Bruxelles 286,2,E,404,No,0,0,170,12,2,1890,To restore,0,0,0,0,1,0,Gas,6031,20
€85000,Ryksweg 235,1,Not specified,Not specified,0,0,0,258,0,2,1918,0,0,0,0,0,0,0,0,10660129,3650
€369000,Avenue de L'amarante 39,2,D,183,Yes,0,15,0,40,2,1925,Good,0,1,1,0,2,USA installed,Gas,10660128,1030
€450000,BRUGSTRAAT 31  BUS 4,2,C,226,No,0,60,2989,43,4,1986,Good,0,1,0,0,2,Hyper equipped,Fuel oil,10660127,9500
€445000,Hondsstraat 21B1,4,F,1100,No,0,40,280,45,3,0,To renovate,0,1,0,Yes,1,Not installed,Gas,10660126,3700
€380000,Rue Potaerdenberg 31,1,F,343,No,0,14,227,0,2,1953,To be done up,0,2,2,Yes,2,USA installed,0,10547250,1070
€244000,Rue Louis Chevalier 44/bt1,3,B,Not specified,0,Yes,0,0,60,0,2023,As new,0,1,0,0,0,Installed,Gas,9,3
€175000,Rue Louis Chevalier 44/bt1,2,B,Not specified,0,0,0,0,0,3,2023,As new,0,1,0,0,2,Installed,0,10660122,7600
€170000,Rue Louis Chevalier 44/bt1,1,Not specified,Not specified,0,0,0,0,0,0,2023,As new,0,1,0,0,0,Installed,Gas,10660121,7600
€193000,Rue Louis Chevalier 44/bt1,2,B,Not specified,0,0,0,0,34,3,2023,As new,0,1,0,0,2,Installed,Gas,9,3
€5650000,Albert plein 10,6,A,74,No,0,40,561,0,4,2020,As new,0,3,2,0,3,USA hyper equipped,0,10660118,8300
€385000,Leo de béthunelaan 8,4,C,297,No,Yes,0,120,0,2,0,Good,0,1,0,0,0,Hyper equipped,Gas,10660114,9300
€.,Place Ernst 13,4,E,356,No,Yes,0,1553,0,4,0,As new,0,2,0,0,0,0,0,10660113,4141
€325000,Dorpsstraat 84,5,Not specified,Not specified,0,0,0,363,0,2,2023,As new,0,1,0,0,0,0,0,10660112,2950
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660110,1950
€199000,Route de Gozée 651/1,3,G,530,No,0,25,190,0,2,0,Good,0,1,1,Yes,2,Installed,Gas,10660109,6000
€40000.,"Val des Seigneurs, 9a",3,E,232,No,0,8,0,33,3,1975,As new,0,1,0,0,2,Installed,Gas,10660108,1030
€75000.,"Val des Seigneurs, 9a",3,Not specified,Not specified,No,0,22,0,58,0,1969,As new,0,2,0,0,3,Hyper equipped,Electric,10660107,1150
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660104,2340
€589000,"Prins Boudewijnlaan, 112-114",5,B,187,No,0,34,770,42,2,1977,Good,0,1,0,Yes,2,Hyper equipped,Gas,10660103,2520
€629000,"Prins Boudewijnlaan, 112-114",3,C,240,No,0,30,659,20,4,1986,As new,0,1,0,0,1,Hyper equipped,Gas,10660101,2630
€255000,"Prins Boudewijnlaan, 112-114",2,F,716,No,Yes,0,0,33,2,0,To be done up,0,1,0,0,1,Semi equipped,Gas,10660100,2600
€100,"Prins Boudewijnlaan, 112-114",3,F,585,No,Yes,0,0,35,0,0,Just renovated,0,1,1,0,1,Semi equipped,Gas,10660099,2600
€275000,Bld. Brand Whitlock 108,2,G,634,No,0,10,0,0,2,1962,To renovate,0,1,0,0,1,0,Gas,10660095,1190
€275000,Bld. Brand Whitlock 108,2,G,634,No,0,10,0,0,2,1962,To renovate,0,1,0,0,1,0,Gas,10660094,1180
€235000,Chaussée d Alsemberg 256,1,G,415,No,0,5,0,0,2,0,Good,0,1,0,0,1,Installed,Gas,10660091,1180
€5650000,Sparrendreef 80,6,A,74,No,Yes,0,561,0,4,2020,As new,0,3,3,0,5,0,0,8300,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660087,1160
€780000,Avenue de Longwy 340,6,C,239,0,Yes,0,1056,0,4,0,Good,0,3,1,0,4,Installed,Fuel oil,10660085,6717
€380000,Vorstlaan 292,2,D,193,Yes,0,46,0,42,2,2012,As new,0,2,1,0,1,USA hyper equipped,Gas,10660083,1140
€249000,Gitschotellei 153-157,1,B,118,No,0,0,0,0,2,0,As new,0,1,0,0,1,Hyper equipped,Gas,10660082,2000
€249000,Gitschotellei 153-157,1,B,118,No,0,0,0,0,2,0,As new,0,1,0,0,1,Hyper equipped,Gas,10660081,2000
€395000,Gitschotellei 153-157,2,B,181,No,0,12,0,0,2,0,As new,0,2,0,0,1,Hyper equipped,Gas,10660080,2000
€1100000,Gitschotellei 153-157,4,B,181,No,0,12,53,0,2,0,0,0,4,0,0,0,Hyper equipped,Gas,10660079,2000
€298000,Gitschotellei 153-157,1,C,288,0,0,11,0,0,2,0,0,0,1,0,0,1,Semi equipped,Gas,10660078,2018
€),Avenue de Longwy 340,3,E,418,0,0,0,666,0,4,0,To be done up,0,1,0,0,1,Not installed,Fuel oil,89,3
€660000,"Grote steenweg, 511",4,C,217,No,0,30,0,70,3,2005,As new,0,3,0,0,4,Hyper equipped,Gas,10660075,2610
€339000,"Grote steenweg, 511",2,D,378,No,0,100,0,47,0,1971,As new,0,1,0,0,1,USA hyper equipped,Fuel oil,10660074,2100
€545000,"Grote steenweg, 511",3,C,262,No,Yes,0,211,0,2,1934,As new,0,1,0,0,0,USA installed,0,10660073,2600
€329000,"Capucienenlaan, 1",3,F,522,No,Yes,0,2106,35,4,1976,Good,0,1,0,0,0,USA hyper equipped,Electric,9472,20
€649000,Wichelsesteenweg 109,4,B,163,0,0,73,526,50,3,1962,As new,0,1,0,0,1,Hyper equipped,0,10660071,9200
€149000,"Bld des Déportés, 56 A",1,D,282,0,Yes,0,0,0,2,0,Good,0,2,1,0,2,Installed,0,10660067,7500
€.,Rue de Herve 659,3,B,99,No,0,0,0,37,2,2008,As new,0,1,1,0,3,Hyper equipped,Gas,8,3
€.,Rue de Herve 659,2,G,630,No,Yes,0,291294,0,4,0,As new,0,1,1,0,1,Installed,Pellet,8,3
€450000,"Brusselsesteenweg, 518",4,D,335,No,Yes,0,1182,26,4,0,To be done up,0,1,0,Yes,0,Installed,Fuel oil,1301,20
€399990,Avenue Louis Libert 1,3,Not specified,Not specified,No,Yes,0,2281,29,4,2023,0,0,1,0,0,0,Not installed,0,10660061,4920
€219000,Avenue Louis Libert 1,2,E,412,No,Yes,0,134,41,2,0,Good,0,1,0,0,0,Installed,Fuel oil,10660060,4920
€145000,Avenue Louis Libert 1,1,C,210,No,Yes,0,0,27,0,0,Good,0,1,0,0,0,0,Pellet,10660059,6941
€169000,Goedehoopstraat 21,1,F,1092,0,0,2,0,33,2,0,0,0,1,0,0,0,0,0,10660058,2600
€20.000.,Goedehoopstraat 21,2,C,222,0,0,2,0,0,3,0,Good,0,1,0,0,1,0,Gas,10660057,2660
€229000,Goedehoopstraat 21,2,C,289,0,0,3,0,0,2,1954,0,0,1,0,0,1,0,Gas,10660056,2100
€1195000,Chaussée de Waterloo 1382,4,D,197,No,0,25,1563,55,4,1984,As new,0,2,2,Yes,3,Hyper equipped,0,10660054,1180
€280000,"Av. de Tervueren, 37",2,G,419,0,0,4,0,0,2,1965,To renovate,0,1,0,0,1,Semi equipped,Gas,10660049,1180
€160000,Rue Louis van Beethoven 25,0,C,112,No,0,0,0,0,0,2017,As new,0,1,1,0,1,USA installed,Gas,10660048,1070
€330000,Eikenenweg 73/1,4,B,183,0,Yes,0,1056,0,4,1969,0,0,1,0,Yes,1,0,Fuel oil,10660046,3920
€469000,Vrijheid 204,4,A,100,No,Yes,0,329,0,3,2004,Good,0,1,0,0,0,0,Gas,2322,20
€455000,Vrijheid 204,3,B,119,No,Yes,0,300,33,3,2015,0,0,1,0,0,2,Installed,Gas,2322,20
€375000,Vrijheid 204,4,D,323,No,Yes,0,248,0,4,0,0,0,1,0,0,3,Installed,0,2321,20
€.,Rue HUbert Halet 88,3,C,198,No,0,11,50,43,2,0,Good,0,1,0,0,2,Installed,Gas,10660039,4860
€1200000,Vrijheid 204,5,C,262,No,Yes,0,0,0,4,0,Good,0,2,0,0,0,0,0,10660038,2321
€,Dorpsplaats 4,2,B,164,0,Yes,0,0,29,0,2004,0,0,2,0,0,2,0,Gas,27,20
€417600,Koningsplein 5,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660019,2500
€444305,Koningsplein 5,3,Not specified,Not specified,0,0,0,979,0,4,0,As new,0,1,0,0,0,USA hyper equipped,0,10660018,2220
€695000,Koningsplein 5,5,D,349,0,Yes,0,1760,48,4,0,0,0,1,0,Yes,2,0,0,10660017,2570
€1250000,Koningsplein 5,5,B,169,0,Yes,0,3566,40,4,2003,0,0,2,0,Yes,0,Hyper equipped,0,10660016,2590
